Tiro N,Color,Coordenada X,Coordenada Y,Valor Pixel
7316,Blanco,208,40,255
7317,Blanco,68,60,255
7318,Blanco,92,26,253
7319,Blanco,14,42,255
7320,Blanco,105,5,255
7321,No blanco,104,74,162
7322,No blanco,88,183,162
7323,Blanco,173,190,255
7324,No blanco,160,166,162
7325,No blanco,153,150,162
7326,Blanco,39,176,255
7327,Blanco,8,61,255
7328,Blanco,216,46,255
7329,No blanco,171,69,162
7330,Blanco,170,166,255
7331,Blanco,58,182,255
7332,Blanco,138,43,255
7333,No blanco,161,128,162
7334,Blanco,3,44,255
7335,Blanco,42,132,255
7336,No blanco,102,84,162
7337,Blanco,204,138,255
7338,Blanco,178,218,255
7339,Blanco,113,13,255
7340,No blanco,164,151,162
7341,Blanco,76,14,255
7342,Blanco,47,209,255
7343,No blanco,149,136,162
7344,Blanco,214,166,255
7345,Blanco,38,15,255
7346,Blanco,23,103,255
7347,Blanco,190,123,253
7348,Blanco,171,39,255
7349,No blanco,157,174,162
7350,Blanco,135,13,255
7351,Blanco,135,1,255
7352,No blanco,115,107,162
7353,Blanco,58,159,255
7354,Blanco,195,169,255
7355,Blanco,46,156,255
7356,Blanco,194,109,253
7357,No blanco,86,116,162
7358,Blanco,24,80,255
7359,Blanco,43,200,255
7360,Blanco,191,38,255
7361,Blanco,44,20,255
7362,No blanco,130,113,162
7363,No blanco,123,95,162
7364,No blanco,102,32,162
7365,Blanco,162,213,255
7366,No blanco,94,119,162
7367,Blanco,46,166,255
7368,No blanco,37,118,162
7369,Blanco,209,102,255
7370,Blanco,3,89,255
7371,Blanco,8,113,255
7372,Blanco,56,139,255
7373,Blanco,44,169,255
7374,Blanco,14,185,255
7375,Blanco,215,95,255
7376,Blanco,59,72,255
7377,Blanco,224,188,255
7378,Blanco,224,158,255
7379,Blanco,66,90,255
7380,Blanco,73,69,255
7381,No blanco,174,58,162
7382,Blanco,163,26,255
7383,Blanco,218,212,255
7384,Blanco,181,203,255
7385,No blanco,169,84,162
7386,Blanco,10,221,255
7387,Blanco,28,221,255
7388,No blanco,94,166,162
7389,No blanco,136,130,162
7390,No blanco,102,98,162
7391,No blanco,146,87,162
7392,Blanco,22,26,255
7393,Blanco,42,170,255
7394,Blanco,189,129,255
7395,No blanco,151,131,162
7396,Blanco,148,193,255
7397,No blanco,63,148,162
7398,No blanco,117,74,162
7399,No blanco,47,124,162
7400,Blanco,40,4,255
7401,Blanco,37,48,255
7402,Blanco,125,10,255
7403,Blanco,22,35,255
7404,Blanco,0,86,255
7405,No blanco,56,110,162
7406,Blanco,161,12,255
7407,Blanco,218,164,255
7408,No blanco,158,76,162
7409,No blanco,104,45,162
7410,Blanco,31,158,255
7411,Blanco,198,61,255
7412,Blanco,43,93,255
7413,Blanco,68,10,255
7414,No blanco,177,118,162
7415,Blanco,214,183,255
7416,No blanco,125,130,162
7417,Blanco,19,29,255
7418,Blanco,171,214,255
7419,Blanco,209,161,255
7420,Blanco,59,149,240
7421,Blanco,207,149,255
7422,Blanco,200,204,255
7423,Blanco,18,149,255
7424,Blanco,44,30,255
7425,Blanco,206,31,255
7426,Blanco,62,132,255
7427,No blanco,168,131,162
7428,Blanco,61,78,255
7429,Blanco,148,207,255
7430,Blanco,91,192,253
7431,Blanco,97,201,255
7432,No blanco,78,176,162
7433,Blanco,155,211,255
7434,No blanco,118,89,162
7435,Blanco,116,20,255
7436,Blanco,185,104,201
7437,No blanco,119,104,162
7438,Blanco,207,64,255
7439,Blanco,31,162,255
7440,Blanco,139,50,255
7441,Blanco,67,133,255
7442,Blanco,45,224,255
7443,Blanco,55,184,255
7444,Blanco,133,207,255
7445,Blanco,57,42,255
7446,Blanco,195,121,255
7447,Blanco,4,82,255
7448,No blanco,109,92,162
7449,No blanco,52,121,162
7450,Blanco,16,154,255
7451,Blanco,64,88,255
7452,No blanco,104,116,162
7453,Blanco,103,197,255
7454,Blanco,20,151,255
7455,Blanco,9,59,255
7456,No blanco,158,156,162
7457,No blanco,165,122,162
7458,No blanco,164,71,162
7459,Blanco,138,0,255
7460,Blanco,39,100,255
7461,Blanco,58,177,255
7462,Blanco,110,9,255
7463,Blanco,42,215,255
7464,No blanco,170,77,162
7465,Blanco,50,214,255
7466,No blanco,110,140,162
7467,Blanco,163,204,255
7468,Blanco,36,83,255
7469,Blanco,201,187,255
7470,Blanco,63,101,255
7471,No blanco,108,65,162
7472,No blanco,142,145,162
7473,Blanco,141,221,255
7474,Blanco,28,120,255
7475,Blanco,113,194,236
7476,No blanco,145,142,162
7477,Blanco,58,77,255
7478,No blanco,151,170,162
7479,Blanco,3,52,255
7480,No blanco,145,87,162
7481,Blanco,218,170,255
7482,Blanco,21,170,255
7483,Blanco,43,80,255
7484,Blanco,11,192,255
7485,No blanco,86,94,162
7486,Blanco,64,138,255
7487,No blanco,150,122,162
7488,Blanco,198,94,255
7489,No blanco,96,93,162
7490,Blanco,98,191,255
7491,Blanco,5,120,255
7492,Blanco,70,88,255
7493,No blanco,104,81,162
7494,Blanco,74,62,255
7495,No blanco,122,105,162
7496,Blanco,70,92,255
7497,Blanco,77,68,255
7498,Blanco,69,133,253
7499,No blanco,124,81,162
7500,Blanco,13,191,255
7501,Blanco,24,67,255
7502,No blanco,152,108,162
7503,Blanco,24,198,255
7504,Blanco,173,185,255
7505,Blanco,39,147,255
7506,Blanco,93,220,255
7507,Blanco,53,90,255
7508,No blanco,153,151,162
7509,Blanco,158,15,255
7510,No blanco,101,134,162
7511,No blanco,91,185,162
7512,Blanco,190,11,255
7513,Blanco,38,188,255
7514,No blanco,108,137,162
7515,Blanco,23,146,255
7516,Blanco,190,37,255
7517,No blanco,156,104,162
7518,Blanco,35,55,255
7519,Blanco,61,181,255
7520,Blanco,211,65,255
7521,Blanco,141,33,255
7522,Blanco,139,6,255
7523,No blanco,129,150,162
7524,Blanco,7,211,255
7525,Blanco,95,177,254
7526,Blanco,195,95,255
7527,Blanco,177,26,255
7528,No blanco,78,193,158
7529,No blanco,100,45,162
7530,No blanco,130,102,162
7531,Blanco,60,35,255
7532,Blanco,154,58,254
7533,Blanco,64,93,255
7534,Blanco,64,31,255
7535,No blanco,92,163,162
7536,Blanco,16,54,255
7537,Blanco,83,11,255
7538,No blanco,169,69,162
7539,Blanco,146,20,255
7540,No blanco,116,119,162
7541,No blanco,90,104,162
7542,Blanco,99,170,206
7543,Blanco,172,190,255
7544,Blanco,135,26,255
7545,Blanco,86,200,255
7546,No blanco,87,134,162
7547,Blanco,202,103,255
7548,Blanco,213,198,255
7549,No blanco,124,194,162
7550,Blanco,20,109,255
7551,No blanco,155,114,162
7552,Blanco,150,208,255
7553,Blanco,44,106,255
7554,Blanco,8,79,255
7555,Blanco,30,110,255
7556,Blanco,221,80,255
7557,Blanco,55,60,255
7558,Blanco,134,49,255
7559,No blanco,189,160,162
7560,Blanco,183,208,255
7561,No blanco,114,59,162
7562,Blanco,12,25,255
7563,No blanco,123,83,162
7564,Blanco,207,134,255
7565,Blanco,196,96,255
7566,No blanco,178,155,162
7567,No blanco,140,142,162
7568,No blanco,102,162,162
7569,Blanco,31,169,255
7570,Blanco,31,208,255
7571,Blanco,121,205,255
7572,Blanco,18,140,255
7573,Blanco,64,36,255
7574,Blanco,167,20,255
7575,Blanco,53,186,255
7576,Blanco,131,38,255
7577,Blanco,139,208,255
7578,Blanco,183,212,255
7579,No blanco,168,118,162
7580,Blanco,197,60,255
7581,Blanco,41,36,255
7582,Blanco,28,106,255
7583,Blanco,29,138,255
7584,Blanco,114,213,255
7585,Blanco,54,41,255
7586,Blanco,80,43,255
7587,Blanco,47,57,255
7588,No blanco,109,83,162
7589,Blanco,41,208,255
7590,Blanco,223,172,255
7591,Blanco,28,102,255
7592,Blanco,198,67,255
7593,Blanco,71,68,255
7594,Blanco,142,197,255
7595,No blanco,159,168,162
7596,Blanco,74,95,255
7597,Blanco,81,200,255
7598,Blanco,81,155,255
7599,Blanco,114,207,255
7600,Blanco,204,160,255
7601,No blanco,177,105,162
7602,Blanco,70,135,236
7603,Blanco,78,211,255
7604,Blanco,178,40,255
7605,Blanco,144,194,255
7606,No blanco,173,77,162
7607,Blanco,5,153,255
7608,Blanco,208,124,255
7609,Blanco,69,57,255
7610,Blanco,59,181,255
7611,No blanco,85,139,162
7612,No blanco,120,158,162
7613,Blanco,195,104,255
7614,No blanco,154,154,162
7615,Blanco,153,56,253
7616,Blanco,37,106,255
7617,No blanco,39,124,162
7618,Blanco,100,3,255
7619,Blanco,147,19,255
7620,Blanco,72,39,255
7621,No blanco,84,122,162
7622,Blanco,26,155,255
7623,Blanco,2,154,255
7624,Blanco,157,26,255
7625,Blanco,34,149,255
7626,No blanco,170,158,162
7627,No blanco,177,158,162
7628,Blanco,202,30,255
7629,Blanco,195,31,255
7630,Blanco,59,202,255
7631,No blanco,127,174,162
7632,Blanco,126,6,255
7633,No blanco,172,70,162
7634,No blanco,117,116,162
7635,Blanco,69,19,255
7636,Blanco,178,174,255
7637,Blanco,45,135,255
7638,No blanco,91,170,162
7639,No blanco,130,180,162
7640,No blanco,117,81,162
7641,Blanco,197,52,255
7642,No blanco,136,89,162
7643,Blanco,202,131,255
7644,Blanco,181,19,255
7645,No blanco,81,101,162
7646,Blanco,60,5,255
7647,Blanco,132,196,254
7648,Blanco,13,100,255
7649,Blanco,184,41,253
7650,No blanco,166,117,162
7651,No blanco,74,122,162
7652,No blanco,150,168,162
7653,Blanco,13,203,255
7654,Blanco,199,210,255
7655,Blanco,223,56,255
7656,Blanco,157,199,255
7657,Blanco,18,220,255
7658,Blanco,113,4,255
7659,Blanco,14,69,255
7660,Blanco,202,23,255
7661,No blanco,110,157,162
7662,Blanco,182,92,254
7663,Blanco,70,196,255
7664,No blanco,113,65,162
7665,Blanco,30,89,255
7666,No blanco,78,121,162
7667,Blanco,28,29,255
7668,No blanco,123,173,162
7669,Blanco,200,5,255
7670,Blanco,182,98,223
7671,Blanco,69,205,255
7672,Blanco,162,198,255
7673,Blanco,146,21,255
7674,Blanco,220,38,255
7675,Blanco,156,42,255
7676,No blanco,96,42,162
7677,Blanco,33,44,255
7678,Blanco,169,218,255
7679,No blanco,133,126,162
7680,No blanco,148,137,162
7681,Blanco,126,0,255
7682,Blanco,10,163,255
7683,Blanco,130,216,255
7684,Blanco,13,44,255
7685,Blanco,209,74,255
7686,No blanco,171,53,160
7687,No blanco,166,60,162
7688,Blanco,45,39,255
7689,Blanco,36,11,255
7690,Blanco,12,5,255
7691,No blanco,125,140,162
7692,Blanco,157,204,255
7693,No blanco,178,106,162
7694,No blanco,96,83,162
7695,Blanco,74,159,255
7696,Blanco,117,13,255
7697,Blanco,55,31,255
7698,Blanco,30,196,255
7699,No blanco,133,140,162
7700,Blanco,57,55,255
7701,Blanco,28,131,255
7702,Blanco,11,24,255
7703,Blanco,27,30,255
7704,Blanco,215,42,255
7705,No blanco,98,102,162
7706,Blanco,209,224,255
7707,Blanco,199,112,255
7708,Blanco,144,41,255
7709,Blanco,19,91,255
7710,Blanco,162,32,255
7711,Blanco,205,161,255
7712,No blanco,171,100,162
7713,Blanco,108,3,255
7714,Blanco,53,156,255
7715,Blanco,99,212,255
7716,Blanco,24,167,255
7717,Blanco,25,85,255
7718,Blanco,158,11,255
7719,Blanco,25,134,255
7720,Blanco,140,49,255
7721,Blanco,134,178,253
7722,Blanco,6,59,255
7723,No blanco,106,112,162
7724,Blanco,15,54,255
7725,No blanco,176,137,162
7726,Blanco,197,185,255
7727,Blanco,197,23,255
7728,Blanco,196,35,255
7729,No blanco,123,164,162
7730,Blanco,41,145,255
7731,Blanco,188,144,253
7732,Blanco,91,200,255
7733,Blanco,34,183,255
7734,No blanco,108,171,157
7735,Blanco,213,128,255
7736,Blanco,21,77,255
7737,Blanco,146,173,255
7738,Blanco,18,100,255
7739,Blanco,38,177,255
7740,Blanco,204,122,255
7741,No blanco,124,175,162
7742,Blanco,36,204,255
7743,Blanco,17,134,255
7744,No blanco,176,50,162
7745,Blanco,70,158,255
7746,Blanco,49,182,255
7747,No blanco,185,106,162
7748,Blanco,1,175,255
7749,Blanco,215,149,255
7750,No blanco,142,125,162
7751,Blanco,198,41,255
7752,Blanco,77,23,255
7753,Blanco,65,201,255
7754,Blanco,13,39,255
7755,Blanco,1,61,255
7756,Blanco,46,75,255
7757,Blanco,217,99,255
7758,Blanco,25,128,255
7759,No blanco,78,104,162
7760,No blanco,100,126,162
7761,Blanco,71,199,255
7762,Blanco,23,212,255
7763,Blanco,194,71,255
7764,Blanco,1,65,255
7765,Blanco,52,73,255
7766,Blanco,9,67,255
7767,Blanco,148,14,255
7768,Blanco,119,24,255
7769,No blanco,118,184,162
7770,Blanco,189,217,255
7771,Blanco,157,183,255
7772,Blanco,118,14,255
7773,Blanco,12,119,255
7774,No blanco,163,69,162
7775,Blanco,205,198,255
7776,No blanco,92,170,162
7777,No blanco,86,139,162
7778,Blanco,6,61,255
7779,Blanco,124,10,255
7780,Blanco,1,216,255
7781,Blanco,42,33,255
7782,No blanco,131,172,162
7783,Blanco,83,199,255
7784,Blanco,70,45,255
7785,Blanco,60,153,253
7786,Blanco,107,27,255
7787,Blanco,19,79,255
7788,Blanco,46,205,255
7789,No blanco,123,179,162
7790,Blanco,184,19,255
7791,Blanco,44,184,255
7792,Blanco,210,107,255
7793,Blanco,39,131,255
7794,Blanco,110,190,255
7795,Blanco,20,209,255
7796,Blanco,165,20,255
7797,Blanco,44,176,255
7798,No blanco,132,75,162
7799,No blanco,147,121,162
7800,Blanco,65,42,255
7801,No blanco,177,110,162
7802,No blanco,137,102,162
7803,Blanco,147,186,255
7804,No blanco,137,76,162
7805,Blanco,59,0,255
7806,Blanco,184,92,255
7807,Blanco,62,72,255
7808,Blanco,44,79,255
7809,Blanco,2,164,255
7810,Blanco,161,42,255
7811,Blanco,192,131,255
7812,Blanco,170,193,255
7813,Blanco,206,47,255
7814,No blanco,140,147,162
7815,Blanco,206,220,255
7816,Blanco,179,15,255
7817,Blanco,207,88,255
7818,Blanco,9,95,255
7819,No blanco,122,101,162
7820,No blanco,80,124,162
7821,No blanco,155,65,162
7822,Blanco,129,202,255
7823,No blanco,64,144,162
7824,No blanco,52,122,162
7825,No blanco,124,118,162
7826,Blanco,15,149,255
7827,Blanco,10,17,255
7828,Blanco,121,3,255
7829,Blanco,190,167,246
7830,Blanco,213,88,255
7831,Blanco,1,131,255
7832,No blanco,98,43,162
7833,Blanco,32,50,255
7834,Blanco,191,40,255
7835,Blanco,80,66,255
7836,Blanco,201,65,255
7837,No blanco,140,80,162
7838,Blanco,139,182,255
7839,No blanco,124,181,162
7840,Blanco,169,207,255
7841,Blanco,159,205,255
7842,No blanco,98,142,162
7843,Blanco,25,90,255
7844,Blanco,86,213,255
7845,Blanco,224,69,255
7846,Blanco,40,182,255
7847,Blanco,69,161,255
7848,No blanco,140,164,162
7849,Blanco,44,40,255
7850,Blanco,112,215,255
7851,Blanco,58,22,255
7852,Blanco,216,114,255
7853,Blanco,184,177,255
7854,Blanco,173,206,255
7855,Blanco,64,32,255
7856,No blanco,103,57,162
7857,Blanco,109,33,253
7858,Blanco,63,168,255
7859,Blanco,16,76,255
7860,Blanco,116,221,255
7861,Blanco,217,135,255
7862,No blanco,177,141,162
7863,Blanco,11,207,255
7864,Blanco,32,156,255
7865,Blanco,62,171,255
7866,No blanco,183,44,159
7867,Blanco,217,82,255
7868,No blanco,170,104,162
7869,Blanco,193,29,255
7870,No blanco,176,129,162
7871,Blanco,170,6,255
7872,Blanco,63,76,255
7873,Blanco,2,171,255
7874,No blanco,81,126,162
7875,No blanco,147,124,162
7876,No blanco,96,122,162
7877,Blanco,178,18,255
7878,No blanco,172,118,162
7879,No blanco,107,64,162
7880,Blanco,54,145,255
7881,Blanco,77,198,254
7882,No blanco,115,189,162
7883,Blanco,214,191,255
7884,Blanco,172,18,255
7885,Blanco,131,55,255
7886,Blanco,96,212,255
7887,Blanco,136,199,255
7888,No blanco,173,112,162
7889,No blanco,122,97,162
7890,Blanco,114,40,255
7891,No blanco,175,137,162
7892,Blanco,8,48,255
7893,Blanco,77,90,254
7894,Blanco,36,166,255
7895,Blanco,11,46,255
7896,Blanco,214,80,255
7897,Blanco,203,40,255
7898,Blanco,51,80,255
7899,Blanco,56,75,255
7900,Blanco,37,223,255
7901,Blanco,79,7,255
7902,Blanco,14,116,255
7903,Blanco,219,118,255
7904,Blanco,74,29,255
7905,Blanco,170,49,240
7906,Blanco,217,27,255
7907,Blanco,2,20,255
7908,Blanco,41,134,255
7909,Blanco,181,191,255
7910,Blanco,23,35,255
7911,No blanco,144,138,162
7912,Blanco,41,192,255
7913,Blanco,213,6,255
7914,Blanco,143,208,255
7915,Blanco,0,156,255
7916,Blanco,208,139,255
7917,No blanco,114,55,162
7918,Blanco,54,140,255
7919,Blanco,220,91,255
7920,Blanco,85,224,255
7921,Blanco,156,212,255
7922,Blanco,89,47,255
7923,No blanco,93,32,159
7924,Blanco,10,180,255
7925,Blanco,80,54,255
7926,Blanco,69,173,255
7927,Blanco,127,209,255
7928,Blanco,152,46,255
7929,Blanco,94,214,255
7930,No blanco,139,147,162
7931,Blanco,56,44,255
7932,No blanco,158,66,162
7933,No blanco,170,93,162
7934,No blanco,77,187,162
7935,No blanco,173,122,162
7936,Blanco,25,143,255
7937,Blanco,40,151,255
7938,No blanco,187,146,188
7939,Blanco,125,17,255
7940,Blanco,198,83,255
7941,Blanco,209,33,255
7942,No blanco,117,98,162
7943,Blanco,111,38,253
7944,Blanco,3,192,255
7945,No blanco,125,119,162
7946,No blanco,114,88,162
7947,Blanco,221,183,255
7948,Blanco,27,62,255
7949,No blanco,71,131,162
7950,Blanco,200,29,255
7951,Blanco,204,75,255
7952,Blanco,80,166,254
7953,Blanco,62,223,255
7954,No blanco,75,152,162
7955,Blanco,204,141,255
7956,Blanco,2,219,255
7957,Blanco,5,223,255
7958,Blanco,86,152,255
7959,Blanco,49,156,255
7960,Blanco,188,94,255
7961,Blanco,206,34,255
7962,Blanco,78,197,254
7963,No blanco,82,173,162
7964,No blanco,85,120,162
7965,Blanco,27,169,255
7966,Blanco,100,209,255
7967,No blanco,110,155,162
7968,Blanco,178,10,255
7969,Blanco,112,197,255
7970,No blanco,174,148,162
7971,Blanco,221,209,255
7972,No blanco,87,168,162
7973,Blanco,202,16,255
7974,Blanco,44,73,255
7975,Blanco,216,36,255
7976,No blanco,130,87,162
7977,Blanco,171,13,255
7978,No blanco,105,169,162
7979,No blanco,112,46,158
7980,No blanco,76,120,162
7981,No blanco,145,134,162
7982,Blanco,68,216,255
7983,No blanco,115,140,162
7984,Blanco,51,91,255
7985,Blanco,149,209,255
7986,Blanco,68,134,255
7987,Blanco,24,95,255
7988,Blanco,184,136,255
7989,Blanco,0,33,255
7990,Blanco,206,27,255
7991,Blanco,191,209,255
7992,Blanco,157,210,255
7993,Blanco,15,106,255
7994,No blanco,84,120,162
7995,Blanco,167,53,252
7996,No blanco,134,128,162
7997,Blanco,98,19,255
7998,Blanco,40,52,255
7999,Blanco,191,202,255
8000,Blanco,68,190,255
8001,Blanco,35,206,255
8002,No blanco,75,110,162
8003,Blanco,15,176,255
8004,Blanco,129,54,255
8005,No blanco,111,52,162
8006,Blanco,18,216,255
8007,Blanco,143,212,255
8008,No blanco,159,72,162
8009,Blanco,10,9,255
8010,Blanco,175,195,255
8011,Blanco,131,41,255
8012,No blanco,155,121,162
8013,No blanco,139,79,162
8014,Blanco,142,19,255
8015,Blanco,204,120,255
8016,Blanco,145,173,255
8017,Blanco,202,116,255
8018,Blanco,54,76,255
8019,Blanco,221,1,255
8020,Blanco,56,181,255
8021,Blanco,203,75,255
8022,No blanco,181,57,162
8023,No blanco,108,155,162
8024,Blanco,1,155,255
8025,No blanco,169,75,162
8026,No blanco,159,122,162
8027,Blanco,130,20,255
8028,No blanco,178,92,162
8029,Blanco,194,174,255
8030,Blanco,220,136,255
8031,Blanco,220,79,255
8032,Blanco,218,96,255
8033,No blanco,115,183,162
8034,No blanco,134,122,162
8035,Blanco,77,33,255
8036,Blanco,2,206,255
8037,No blanco,145,133,162
8038,No blanco,125,117,162
8039,Blanco,44,131,255
8040,Blanco,70,47,255
8041,No blanco,88,126,162
8042,Blanco,57,150,255
8043,No blanco,36,119,162
8044,Blanco,138,211,255
8045,Blanco,14,19,255
8046,Blanco,3,168,255
8047,Blanco,154,41,255
8048,No blanco,106,73,162
8049,Blanco,197,153,255
8050,Blanco,188,6,255
8051,Blanco,100,187,255
8052,Blanco,120,32,255
8053,Blanco,32,201,255
8054,Blanco,208,221,255
8055,No blanco,191,110,158
8056,Blanco,224,162,255
8057,Blanco,13,156,255
8058,Blanco,189,105,255
8059,No blanco,106,155,162
8060,Blanco,132,12,255
8061,Blanco,214,168,255
8062,Blanco,202,172,255
8063,Blanco,193,20,255
8064,Blanco,57,21,255
8065,Blanco,169,221,255
8066,No blanco,98,98,162
8067,No blanco,154,123,162
8068,Blanco,181,207,255
8069,Blanco,120,52,253
8070,Blanco,47,55,255
8071,Blanco,171,216,255
8072,No blanco,115,165,158
8073,Blanco,130,39,255
8074,Blanco,167,40,255
8075,Blanco,71,194,255
8076,No blanco,128,137,162
8077,Blanco,212,77,255
8078,No blanco,67,155,159
8079,Blanco,188,7,255
8080,No blanco,79,107,162
8081,Blanco,213,178,255
8082,No blanco,116,55,162
8083,Blanco,85,71,252
8084,Blanco,186,130,255
8085,Blanco,189,194,255
8086,Blanco,189,101,255
8087,Blanco,144,206,255
8088,Blanco,142,28,255
8089,Blanco,207,188,255
8090,Blanco,112,170,254
8091,Blanco,142,5,255
8092,Blanco,201,63,255
8093,Blanco,62,54,255
8094,No blanco,122,127,162
8095,Blanco,41,158,255
8096,Blanco,155,182,255
8097,No blanco,77,121,162
8098,No blanco,88,174,162
8099,Blanco,76,28,255
8100,Blanco,220,25,255
8101,No blanco,127,62,162
8102,Blanco,212,217,255
8103,Blanco,42,8,255
8104,Blanco,68,7,255
8105,Blanco,1,109,255
8106,No blanco,139,94,162
8107,Blanco,45,181,255
8108,Blanco,15,179,255
8109,Blanco,38,39,255
8110,Blanco,38,70,255
8111,Blanco,83,149,210
8112,Blanco,23,31,255
8113,Blanco,32,15,255
8114,No blanco,109,62,162
8115,No blanco,93,94,162
8116,No blanco,74,185,159
8117,Blanco,2,61,255
8118,Blanco,35,82,255
8119,No blanco,137,164,162
8120,Blanco,46,218,255
8121,Blanco,60,77,255
8122,Blanco,220,120,255
8123,Blanco,106,11,255
8124,No blanco,180,112,162
8125,No blanco,102,47,162
8126,Blanco,43,148,255
8127,No blanco,108,126,162
8128,Blanco,71,161,255
8129,Blanco,99,4,255
8130,Blanco,112,27,255
8131,Blanco,62,192,255
8132,Blanco,220,54,255
8133,Blanco,223,148,255
8134,Blanco,81,217,255
8135,Blanco,27,105,255
8136,Blanco,112,22,255
8137,Blanco,152,30,255
8138,Blanco,13,210,255
8139,Blanco,4,177,255
8140,Blanco,75,5,255
8141,Blanco,34,21,255
8142,No blanco,90,79,162
8143,Blanco,139,172,255
8144,Blanco,146,196,255
8145,Blanco,131,221,255
8146,No blanco,182,159,162
8147,Blanco,183,0,255
8148,Blanco,125,5,255
8149,Blanco,224,99,255
8150,No blanco,190,117,162
8151,Blanco,2,72,255
8152,Blanco,126,223,255
8153,Blanco,8,147,255
8154,Blanco,149,183,255
8155,No blanco,143,53,157
8156,Blanco,221,215,255
8157,Blanco,36,55,255
8158,Blanco,32,5,255
8159,Blanco,29,189,255
8160,Blanco,152,192,255
8161,Blanco,86,58,255
8162,Blanco,33,4,255
8163,No blanco,90,87,162
8164,No blanco,180,81,162
8165,Blanco,148,185,255
8166,Blanco,105,212,255
8167,Blanco,212,129,255
8168,Blanco,30,147,255
8169,Blanco,51,176,255
8170,No blanco,146,66,162
8171,No blanco,119,74,162
8172,Blanco,57,28,255
8173,Blanco,32,35,255
8174,Blanco,14,138,255
8175,Blanco,0,143,255
8176,Blanco,42,209,255
8177,No blanco,132,85,162
8178,Blanco,67,50,255
8179,Blanco,67,218,255
8180,Blanco,14,133,255
8181,Blanco,21,112,255
8182,Blanco,137,27,255
8183,Blanco,208,91,255
8184,Blanco,98,180,255
8185,Blanco,62,39,255
8186,Blanco,187,75,254
8187,Blanco,47,204,255
8188,No blanco,72,120,162
8189,Blanco,46,137,255
8190,No blanco,165,125,162
8191,Blanco,101,15,255
8192,Blanco,133,16,255
8193,Blanco,85,202,255
8194,Blanco,7,1,255
8195,No blanco,148,133,162
8196,Blanco,20,123,255
8197,Blanco,17,171,255
8198,Blanco,10,13,255
8199,Blanco,41,48,255
8200,Blanco,147,4,255
8201,Blanco,220,90,255
8202,Blanco,191,41,255
8203,Blanco,12,154,255
8204,Blanco,114,220,255
8205,Blanco,1,188,255
8206,Blanco,62,106,254
8207,No blanco,115,139,162
8208,No blanco,100,120,162
8209,Blanco,35,83,255
8210,Blanco,191,141,255
8211,Blanco,198,38,255
8212,No blanco,161,142,162
8213,No blanco,185,144,157
8214,Blanco,11,176,255
8215,Blanco,131,25,255
8216,No blanco,120,59,162
8217,No blanco,118,155,162
8218,Blanco,201,25,255
8219,Blanco,174,172,255
8220,No blanco,81,82,162
8221,Blanco,155,199,255
8222,Blanco,34,106,255
8223,No blanco,165,140,162
8224,Blanco,170,188,255
8225,Blanco,9,222,255
8226,Blanco,67,89,255
8227,No blanco,81,170,184
8228,Blanco,59,31,255
8229,Blanco,209,170,255
8230,No blanco,65,112,162
8231,Blanco,23,7,255
8232,No blanco,76,107,162
8233,Blanco,33,83,255
8234,Blanco,44,213,255
8235,Blanco,134,200,255
8236,No blanco,90,132,162
8237,Blanco,156,28,255
8238,No blanco,148,106,162
8239,No blanco,144,124,162
8240,Blanco,35,72,255
8241,No blanco,107,48,162
8242,Blanco,8,26,255
8243,No blanco,140,155,162
8244,Blanco,115,3,255
8245,Blanco,34,52,255
8246,No blanco,143,55,162
8247,Blanco,37,92,255
8248,Blanco,222,94,255
8249,No blanco,174,115,162
8250,Blanco,31,139,255
8251,No blanco,151,157,162
8252,Blanco,4,147,255
8253,No blanco,125,144,162
8254,Blanco,101,172,226
8255,Blanco,40,199,255
8256,Blanco,80,154,255
8257,Blanco,133,45,255
8258,Blanco,79,0,255
8259,No blanco,126,128,162
8260,Blanco,211,109,255
8261,No blanco,180,92,157
8262,No blanco,157,167,162
8263,No blanco,119,143,162
8264,Blanco,27,28,255
8265,Blanco,45,195,255
8266,No blanco,135,115,162
8267,Blanco,128,204,255
8268,Blanco,154,46,255
8269,Blanco,219,101,255
8270,Blanco,77,202,255
8271,Blanco,210,31,255
8272,Blanco,58,185,255
8273,Blanco,52,24,255
8274,Blanco,114,222,255
8275,Blanco,174,4,255
8276,Blanco,210,179,255
8277,No blanco,170,102,162
8278,No blanco,121,176,162
8279,Blanco,187,199,255
8280,No blanco,127,79,162
8281,Blanco,24,112,255
8282,Blanco,189,221,255
8283,Blanco,126,39,255
8284,No blanco,85,182,162
8285,Blanco,220,196,255
8286,No blanco,157,157,162
8287,No blanco,173,125,162
8288,Blanco,8,186,255
8289,Blanco,146,23,255
8290,No blanco,160,109,162
8291,Blanco,124,34,255
8292,Blanco,185,210,255
8293,Blanco,218,51,255
8294,Blanco,55,149,255
8295,Blanco,186,3,255
8296,No blanco,161,159,162
8297,Blanco,141,40,255
8298,No blanco,92,161,162
8299,Blanco,181,41,253
8300,No blanco,112,82,162
8301,Blanco,206,102,255
8302,Blanco,145,183,255
8303,Blanco,201,75,255
8304,No blanco,94,129,162
8305,Blanco,30,63,255
8306,Blanco,56,29,255
8307,No blanco,114,136,162
8308,Blanco,94,18,255
8309,Blanco,212,58,255
8310,No blanco,173,134,162
8311,No blanco,138,61,162
8312,Blanco,167,50,255
